        TIME,    TIDE,      OB,   SURGE,    BIAS,     TWL,SURGE90p,  TWL90p,SURGE10p,   TWL10p
202606211200,   0.106,   0.551,   0.300,   0.145,   0.551,   0.200,   0.451,   0.300,   0.551
202606211206,   0.094,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211212,   0.085,   0.518,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211218,   0.078,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211224,   0.075,   0.498,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211230,   0.074,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211236,   0.076,   0.478,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211242,   0.080,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211248,   0.088,   0.478,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211254,   0.098,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211300,   0.112,   0.498,   0.300,   0.086,   0.498,   0.200,   0.398,   0.300,   0.498
202606211306,   0.128,   0.508,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211312,   0.147,   0.518,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211318,   0.169,   0.560,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211324,   0.193,   0.570,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211330,   0.220,   0.590,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211336,   0.250,   0.619,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211342,   0.282,   0.619,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211348,   0.317,   0.619,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211354,   0.354,   0.678,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211400,   0.394,   0.718,   0.300,   0.024,   0.718,   0.200,   0.618,   0.300,   0.718
202606211406,   0.435,   0.760,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211412,   0.479,   0.829,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211418,   0.525,   0.879,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211424,   0.572,   0.928,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211430,   0.622,   1.020,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211436,   0.673,   1.049,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211442,   0.725,   1.118,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211448,   0.778,   1.170,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211454,   0.833,   1.220,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211500,   0.889,   1.259,   0.300,   0.070,   1.259,   0.200,   1.159,   0.300,   1.259
202606211506,   0.945,   1.361,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211512,   1.002,   1.390,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211518,   1.060,   1.439,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211524,   1.118,   1.489,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211530,   1.176,   1.557,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211536,   1.234,   1.620,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211542,   1.292,   1.669,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211548,   1.350,   1.728,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211554,   1.407,   1.790,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211600,   1.464,   1.830,   0.300,   0.066,   1.830,   0.200,   1.730,   0.300,   1.830
202606211606,   1.519,   1.889,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211612,   1.574,   1.948,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211618,   1.628,   2.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211624,   1.680,   2.059,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211630,   1.731,   2.109,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211636,   1.781,   2.168,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211642,   1.829,   2.210,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211648,   1.875,   2.269,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211654,   1.919,   2.328,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211700,   1.961,   2.387,   0.300,   0.126,   2.387,   0.300,   2.387,   0.300,   2.387
202606211706,   2.001,   2.430,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211712,   2.039,   2.479,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211718,   2.075,   2.528,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211724,   2.109,   2.568,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211730,   2.140,   2.610,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211736,   2.168,   2.650,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211742,   2.195,   2.689,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211748,   2.218,   2.738,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211754,   2.239,   2.758,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211800,   2.258,   2.787,   0.300,   0.229,   2.787,   0.300,   2.787,   0.400,   2.887
202606211806,   2.274,   2.807,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211812,   2.287,   2.840,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211818,   2.297,   2.869,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211824,   2.305,   2.889,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211830,   2.311,   2.929,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211836,   2.313,   2.938,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211842,   2.313,   2.958,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211848,   2.311,   2.968,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211854,   2.306,   2.997,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211900,   2.298,   2.988,   0.300,   0.390,   2.988,   0.300,   2.988,   0.400,   3.088
202606211906,   2.288,   3.007,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211912,   2.276,   2.997,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211918,   2.261,   3.017,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211924,   2.244,   3.030,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211930,   2.225,   3.017,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211936,   2.204,   3.017,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211942,   2.180,   3.017,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211948,   2.155,   3.017,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606211954,   2.127,   3.017,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212000,   2.098,   3.007,   0.400,   0.509,   3.007,   0.300,   2.907,   0.400,   3.007
202606212006,   2.067,   2.997,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212012,   2.034,   2.948,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212018,   2.000,   2.948,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212024,   1.963,   2.899,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212030,   1.926,   2.840,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212036,   1.887,   2.820,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212042,   1.847,   2.758,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212048,   1.805,   2.738,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212054,   1.763,   2.709,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212100,   1.719,   2.630,   0.400,   0.511,   2.630,   0.300,   2.530,   0.400,   2.630
202606212106,   1.674,   2.620,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212112,   1.629,   2.548,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212118,   1.583,   2.528,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212124,   1.536,   2.479,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212130,   1.488,   2.430,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212136,   1.441,   2.377,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212142,   1.392,   2.309,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212148,   1.344,   2.250,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212154,   1.295,   2.230,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212200,   1.247,   2.158,   0.400,   0.511,   2.158,   0.400,   2.158,   0.400,   2.158
202606212206,   1.198,   2.128,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212212,   1.149,   2.059,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212218,   1.101,   2.010,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212224,   1.053,   1.967,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212230,   1.006,   1.899,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212236,   0.959,   1.859,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212242,   0.913,   1.810,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212248,   0.868,   1.758,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202606212254,   0.824,   1.699,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
