        TIME,    TIDE,      OB,   SURGE,    BIAS,     TWL,SURGE90p,  TWL90p,SURGE10p,   TWL10p
202603271800,   0.860,   0.879,   0.400,  -0.381,   0.879,   0.400,   0.879,   0.400,   0.879
202603271806,   0.884,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271812,   0.908,   0.928,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271818,   0.931,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271824,   0.954,   1.029,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271830,   0.977,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271836,   0.998,   1.049,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271842,   1.020,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271848,   1.040,   1.108,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271854,   1.061,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271900,   1.081,   1.190,   0.400,  -0.291,   1.190,   0.300,   1.090,   0.400,   1.190
202603271906,   1.100,   1.239,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271912,   1.120,   1.239,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271918,   1.138,   1.259,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271924,   1.157,   1.298,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271930,   1.175,   1.348,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271936,   1.194,   1.380,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271942,   1.211,   1.420,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271948,   1.229,   1.439,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603271954,   1.247,   1.489,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603272000,   1.264,   1.518,   0.400,  -0.146,   1.518,   0.300,   1.418,   0.400,   1.518
202603272006,   1.282,   1.580,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603272012,   1.299,   1.600,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603272018,   1.316,   1.649,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603272024,   1.334,   1.649,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603272030,   1.351,   1.669,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603272036,   1.368,   1.708,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603272042,   1.385,   1.748,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
202603272048,   1.403,   1.767,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
